pellet_id,name,category,cost,weight,received,sell_by,refrigerated,sent
5260,Oranges,Produce,139.53,255.36,2025-03-01,2025-04-03,True,False
5261,Oranges,Produce,139.53,250.78,2025-03-31,2025-05-10,True,False
5262,Oranges,Produce,139.53,363.51,2025-02-17,2025-03-26,True,False
5263,Oranges,Produce,139.53,228.94,2025-02-21,2025-03-27,True,False
5264,Oranges,Produce,139.53,312.9,2025-02-25,2025-04-06,True,False
5265,Oranges,Produce,139.53,205.77,2025-03-02,2025-04-15,True,False
5266,Oranges,Produce,139.53,344.23,2025-02-11,2025-03-24,True,False
5267,Oranges,Produce,139.53,368.11,2025-02-09,2025-03-14,True,False
5268,Oranges,Produce,139.53,382.54,2025-02-15,2025-03-31,True,False
5269,Oranges,Produce,139.53,317.36,2025-02-19,2025-03-01,True,False
5270,Oranges,Produce,139.53,208.18,2025-03-25,2025-05-08,True,False
5271,Oranges,Produce,139.53,315.7,2025-02-20,2025-03-18,True,False
5272,Oranges,Produce,139.53,253.24,2025-03-28,2025-05-12,True,False
5273,Oranges,Produce,139.53,362.47,2025-02-25,2025-04-09,True,False
5274,Oranges,Produce,139.53,362.41,2025-03-28,2025-05-11,True,False
5275,Oranges,Produce,139.53,275.74,2025-02-13,2025-03-24,True,False
5276,Oranges,Produce,139.53,371.96,2025-03-04,2025-04-05,True,False
5277,Oranges,Produce,139.53,353.22,2025-03-03,2025-03-29,True,False
5278,Oranges,Produce,139.53,350.26,2025-03-08,2025-03-30,True,False
5279,Oranges,Produce,139.53,388.43,2025-02-21,2025-04-01,True,False
5280,Oranges,Produce,139.53,382.08,2025-04-02,2025-04-27,True,False
5281,Oranges,Produce,139.53,286.07,2025-03-12,2025-04-23,True,False
5282,Oranges,Produce,139.53,275.44,2025-04-02,2025-04-13,True,False
5283,Oranges,Produce,139.53,343.92,2025-03-31,2025-05-11,True,False
5284,Oranges,Produce,139.53,332.95,2025-03-02,2025-03-27,True,False
5285,Oranges,Produce,139.53,273.83,2025-03-29,2025-04-24,True,False
5286,Oranges,Produce,139.53,359.31,2025-02-26,2025-03-17,True,False
5287,Oranges,Produce,139.53,264.3,2025-04-02,2025-04-16,True,False
5288,Oranges,Produce,139.53,357.33,2025-03-19,2025-04-01,True,False
5289,Oranges,Produce,139.53,341.63,2025-02-10,2025-02-25,True,False
5290,Oranges,Produce,139.53,348.96,2025-03-23,2025-05-03,True,False
5291,Oranges,Produce,139.53,290.84,2025-03-28,2025-04-21,True,False
5292,Oranges,Produce,139.53,262.78,2025-02-12,2025-03-19,True,False
5293,Oranges,Produce,139.53,384.43,2025-02-05,2025-02-26,True,False
5294,Oranges,Produce,139.53,232.9,2025-03-16,2025-04-26,True,False
5295,Oranges,Produce,139.53,342.39,2025-03-05,2025-04-13,True,False
5296,Oranges,Produce,139.53,296.16,2025-03-25,2025-04-06,True,False
5297,Oranges,Produce,139.53,217.48,2025-02-25,2025-04-05,True,False
5298,Oranges,Produce,139.53,258.73,2025-02-03,2025-03-01,True,False
5299,Oranges,Produce,139.53,374.42,2025-03-04,2025-03-14,True,False
5300,Oranges,Produce,139.53,302.77,2025-02-23,2025-03-28,True,False
5301,Oranges,Produce,139.53,315.71,2025-02-22,2025-03-09,True,False
5302,Oranges,Produce,139.53,263.76,2025-02-22,2025-03-09,True,False
5303,Oranges,Produce,139.53,202.22,2025-03-18,2025-04-08,True,False
5304,Oranges,Produce,139.53,255.79,2025-04-02,2025-05-03,True,False
5305,Oranges,Produce,139.53,386.5,2025-03-02,2025-03-24,True,False
5306,Oranges,Produce,139.53,371.14,2025-03-29,2025-04-21,True,False
5307,Oranges,Produce,139.53,282.39,2025-03-30,2025-04-28,True,False
5308,Oranges,Produce,139.53,335.42,2025-02-20,2025-03-28,True,False
5309,Oranges,Produce,139.53,341.28,2025-02-06,2025-03-17,True,False
5310,Oranges,Produce,139.53,284.99,2025-04-01,2025-04-30,True,False
5311,Oranges,Produce,139.53,291.97,2025-02-09,2025-02-28,True,False
5312,Oranges,Produce,139.53,266.74,2025-03-14,2025-04-14,True,False
5313,Oranges,Produce,139.53,329.96,2025-03-20,2025-04-23,True,False
5314,Oranges,Produce,139.53,245.54,2025-02-08,2025-03-05,True,False
5315,Oranges,Produce,139.53,316.43,2025-02-12,2025-03-26,True,False
5316,Oranges,Produce,139.53,274.95,2025-02-10,2025-03-26,True,False
5317,Oranges,Produce,139.53,387.07,2025-03-10,2025-03-24,True,False
5318,Oranges,Produce,139.53,204.79,2025-03-31,2025-04-20,True,False
5319,Oranges,Produce,139.53,267.75,2025-02-24,2025-03-09,True,False
5320,Oranges,Produce,139.53,249.93,2025-02-04,2025-03-10,True,False
5321,Oranges,Produce,139.53,213.37,2025-02-08,2025-03-14,True,False
5322,Oranges,Produce,139.53,386.39,2025-03-07,2025-04-16,True,False
5323,Oranges,Produce,139.53,392.66,2025-02-05,2025-03-05,True,False
5324,Oranges,Produce,139.53,200.45,2025-03-17,2025-04-30,True,False
5325,Oranges,Produce,139.53,277.96,2025-02-19,2025-03-03,True,False
5326,Oranges,Produce,139.53,268.72,2025-03-23,2025-04-29,True,False
5327,Oranges,Produce,139.53,207.01,2025-02-19,2025-03-03,True,False
5328,Oranges,Produce,139.53,338.25,2025-03-19,2025-04-30,True,False
5329,Oranges,Produce,139.53,372.32,2025-02-24,2025-03-21,True,False
5330,Oranges,Produce,139.53,335.61,2025-02-06,2025-02-18,True,False
5331,Oranges,Produce,139.53,202.33,2025-03-10,2025-03-23,True,False
5332,Oranges,Produce,139.53,352.69,2025-02-17,2025-03-19,True,False
5333,Oranges,Produce,139.53,380.28,2025-03-25,2025-05-02,True,False
5334,Oranges,Produce,139.53,374.97,2025-03-02,2025-04-16,True,False
5335,Oranges,Produce,139.53,372.65,2025-03-04,2025-04-13,True,False
5336,Oranges,Produce,139.53,227.7,2025-03-25,2025-05-07,True,False
5337,Oranges,Produce,139.53,347.38,2025-02-05,2025-03-20,True,False
5338,Oranges,Produce,139.53,395.43,2025-02-03,2025-03-20,True,False
5339,Oranges,Produce,139.53,392.34,2025-03-09,2025-04-21,True,False
5340,Oranges,Produce,139.53,330.6,2025-03-15,2025-04-06,True,False
5341,Oranges,Produce,139.53,386.58,2025-03-18,2025-04-20,True,False
5342,Oranges,Produce,139.53,235.46,2025-03-11,2025-04-04,True,False
5343,Oranges,Produce,139.53,238.39,2025-02-11,2025-02-25,True,False
5344,Ground Beef,Meat,169.44,367.01,2025-03-18,2025-04-19,True,False
5345,Ground Beef,Meat,169.44,305.01,2025-02-17,2025-02-27,True,False
5346,Ground Beef,Meat,169.44,223.2,2025-02-25,2025-03-23,True,False
5347,Ground Beef,Meat,169.44,349.21,2025-02-19,2025-04-03,True,False
5348,Ground Beef,Meat,169.44,267.37,2025-02-27,2025-03-29,True,False
5349,Ground Beef,Meat,169.44,223.55,2025-03-13,2025-04-22,True,False
5350,Ground Beef,Meat,169.44,368.57,2025-02-20,2025-03-25,True,False
5351,Ground Beef,Meat,169.44,212.78,2025-03-09,2025-04-06,True,False
5352,Ground Beef,Meat,169.44,368.59,2025-02-03,2025-03-16,True,False
5353,Ground Beef,Meat,169.44,201.22,2025-03-17,2025-04-08,True,False
5354,Ground Beef,Meat,169.44,361.91,2025-02-08,2025-03-02,True,False
5355,Ground Beef,Meat,169.44,299.96,2025-03-29,2025-05-09,True,False
5356,Ground Beef,Meat,169.44,230.33,2025-02-11,2025-03-21,True,False
5357,Ground Beef,Meat,169.44,261.49,2025-03-04,2025-04-06,True,False
5358,Ground Beef,Meat,169.44,243.62,2025-03-26,2025-04-26,True,False
5359,Ground Beef,Meat,169.44,345.71,2025-02-14,2025-03-19,True,False
5360,Ground Beef,Meat,169.44,207.49,2025-03-28,2025-05-11,True,False
5361,Ground Beef,Meat,169.44,336.81,2025-03-26,2025-04-24,True,False
5362,Ground Beef,Meat,169.44,319.07,2025-02-17,2025-03-08,True,False
5363,Ground Beef,Meat,169.44,287.62,2025-02-28,2025-03-25,True,False
5364,Ground Beef,Meat,169.44,376.46,2025-03-03,2025-04-11,True,False
5365,Ground Beef,Meat,169.44,212.43,2025-03-21,2025-04-23,True,False
5366,Ground Beef,Meat,169.44,208.06,2025-03-04,2025-04-12,True,False
5367,Ground Beef,Meat,169.44,271.0,2025-02-12,2025-02-24,True,False
5368,Ground Beef,Meat,169.44,241.92,2025-03-11,2025-04-25,True,False
5369,Ground Beef,Meat,169.44,208.21,2025-02-16,2025-03-13,True,False
5370,Ground Beef,Meat,169.44,340.0,2025-03-08,2025-04-11,True,False
5371,Ground Beef,Meat,169.44,345.99,2025-03-23,2025-04-11,True,False
5372,Ground Beef,Meat,169.44,294.38,2025-03-18,2025-04-15,True,False
5373,Ground Beef,Meat,169.44,216.92,2025-03-27,2025-04-23,True,False
5374,Ground Beef,Meat,169.44,241.0,2025-03-19,2025-04-08,True,False
5375,Ground Beef,Meat,169.44,320.71,2025-03-11,2025-03-21,True,False
5376,Ground Beef,Meat,169.44,244.15,2025-03-23,2025-04-27,True,False
5377,Ground Beef,Meat,169.44,219.81,2025-02-22,2025-03-10,True,False
5378,Ground Beef,Meat,169.44,332.32,2025-03-03,2025-03-30,True,False
5379,Ground Beef,Meat,169.44,241.1,2025-03-30,2025-04-21,True,False
5380,Ground Beef,Meat,169.44,345.49,2025-03-24,2025-04-28,True,False
5381,Ground Beef,Meat,169.44,215.75,2025-03-23,2025-05-02,True,False
5382,Ground Beef,Meat,169.44,231.38,2025-03-01,2025-03-17,True,False
5383,Ground Beef,Meat,169.44,285.83,2025-02-08,2025-03-09,True,False
5384,Ground Beef,Meat,169.44,206.15,2025-02-13,2025-03-06,True,False
5385,Ground Beef,Meat,169.44,357.29,2025-03-11,2025-04-04,True,False
5386,Ground Beef,Meat,169.44,250.24,2025-03-29,2025-04-19,True,False
5387,Ground Beef,Meat,169.44,312.33,2025-03-18,2025-04-14,True,False
5388,Ground Beef,Meat,169.44,379.28,2025-02-24,2025-04-03,True,False
5389,Ground Beef,Meat,169.44,299.23,2025-02-08,2025-03-07,True,False
5390,Ground Beef,Meat,169.44,374.82,2025-02-26,2025-04-07,True,False
5391,Ground Beef,Meat,169.44,323.82,2025-03-23,2025-04-21,True,False
5392,Ground Beef,Meat,169.44,248.54,2025-03-01,2025-03-20,True,False
5393,Ground Beef,Meat,169.44,353.83,2025-03-04,2025-04-11,True,False
5394,Ground Beef,Meat,169.44,330.32,2025-02-18,2025-03-30,True,False
5395,Ground Beef,Meat,169.44,357.96,2025-02-20,2025-03-02,True,False
5396,Ground Beef,Meat,169.44,307.75,2025-03-17,2025-04-09,True,False
5397,Ground Beef,Meat,169.44,340.19,2025-02-25,2025-04-02,True,False
5398,Ground Beef,Meat,169.44,293.51,2025-02-26,2025-03-15,True,False
5399,Ground Beef,Meat,169.44,347.42,2025-03-11,2025-04-22,True,False
5400,Ground Beef,Meat,169.44,276.99,2025-03-30,2025-04-17,True,False
5401,Ground Beef,Meat,169.44,312.0,2025-03-08,2025-04-04,True,False
5402,Ground Beef,Meat,169.44,208.66,2025-03-24,2025-05-02,True,False
5403,Ground Beef,Meat,169.44,371.66,2025-02-10,2025-03-15,True,False
5404,Ground Beef,Meat,169.44,330.99,2025-03-31,2025-04-30,True,False
5405,Ground Beef,Meat,169.44,219.46,2025-03-20,2025-04-29,True,False
5406,Ground Beef,Meat,169.44,307.59,2025-02-26,2025-03-17,True,False
5407,Ground Beef,Meat,169.44,295.01,2025-03-27,2025-04-23,True,False
5408,Ground Beef,Meat,169.44,236.73,2025-02-06,2025-02-19,True,False
5409,Ground Beef,Meat,169.44,240.26,2025-02-21,2025-03-05,True,False
5410,Ground Beef,Meat,169.44,260.28,2025-02-23,2025-04-04,True,False
5411,Ground Beef,Meat,169.44,315.5,2025-03-13,2025-04-24,True,False
5412,Ground Beef,Meat,169.44,223.28,2025-03-26,2025-04-15,True,False
5413,Ground Beef,Meat,169.44,244.22,2025-03-10,2025-04-24,True,False
5414,Ground Beef,Meat,169.44,239.3,2025-03-11,2025-04-17,True,False
5415,Ground Beef,Meat,169.44,251.49,2025-03-25,2025-04-21,True,False
5416,Ground Beef,Meat,169.44,334.46,2025-03-16,2025-04-17,True,False
5417,Ground Beef,Meat,169.44,245.79,2025-03-14,2025-04-20,True,False
5418,Ground Beef,Meat,169.44,214.59,2025-03-01,2025-03-15,True,False
5419,Ground Beef,Meat,169.44,293.04,2025-03-25,2025-05-09,True,False
5420,Ground Beef,Meat,169.44,301.69,2025-02-23,2025-03-08,True,False
5421,Ground Beef,Meat,169.44,262.99,2025-03-14,2025-04-18,True,False
5422,Ground Beef,Meat,169.44,335.06,2025-02-06,2025-02-28,True,False
5423,Ground Beef,Meat,169.44,335.23,2025-03-28,2025-04-20,True,False
5424,Ground Beef,Meat,169.44,314.75,2025-02-08,2025-02-28,True,False
5425,Ground Beef,Meat,169.44,303.2,2025-02-12,2025-03-05,True,False
5426,Ground Beef,Meat,169.44,350.77,2025-03-08,2025-04-20,True,False
5427,Ground Beef,Meat,169.44,351.28,2025-03-17,2025-04-21,True,False
5428,Ground Beef,Meat,169.44,229.35,2025-02-05,2025-03-16,True,False
5429,Ground Beef,Meat,169.44,256.2,2025-03-25,2025-04-08,True,False
5430,Ground Beef,Meat,169.44,266.66,2025-03-01,2025-03-20,True,False
5431,Ground Beef,Meat,169.44,295.2,2025-02-24,2025-04-06,True,False
5432,Ground Beef,Meat,169.44,200.51,2025-02-26,2025-03-26,True,False
5433,Ground Beef,Meat,169.44,315.62,2025-02-23,2025-04-08,True,False
5434,Ground Beef,Meat,169.44,216.07,2025-03-23,2025-05-04,True,False
5435,Ground Beef,Meat,169.44,347.93,2025-03-01,2025-03-17,True,False
5436,Ground Beef,Meat,169.44,323.96,2025-02-16,2025-03-28,True,False
5437,Ground Beef,Meat,169.44,392.92,2025-03-09,2025-03-24,True,False
5438,Ground Beef,Meat,169.44,362.85,2025-03-31,2025-04-28,True,False
5439,Ground Beef,Meat,169.44,378.65,2025-02-22,2025-03-13,True,False
5440,Ground Beef,Meat,169.44,323.19,2025-03-21,2025-05-04,True,False
5441,Ground Beef,Meat,169.44,399.02,2025-02-12,2025-03-02,True,False
5442,Ground Beef,Meat,169.44,363.36,2025-02-25,2025-03-29,True,False
5443,Ground Beef,Meat,169.44,315.75,2025-02-24,2025-03-22,True,False
5444,Ground Beef,Meat,169.44,362.1,2025-02-22,2025-03-20,True,False
5445,Ground Beef,Meat,169.44,361.31,2025-03-13,2025-04-22,True,False
5446,Ground Beef,Meat,169.44,385.86,2025-02-28,2025-03-14,True,False
5447,Ground Beef,Meat,169.44,216.07,2025-03-02,2025-03-16,True,False
5448,Ground Beef,Meat,169.44,326.3,2025-02-03,2025-02-18,True,False
5449,Ground Beef,Meat,169.44,319.79,2025-02-25,2025-04-01,True,False
5450,Ground Beef,Meat,169.44,239.99,2025-02-18,2025-03-26,True,False
5451,Ground Beef,Meat,169.44,275.61,2025-03-14,2025-04-18,True,False
5452,Ground Beef,Meat,169.44,323.14,2025-03-14,2025-04-14,True,False
5453,Ground Beef,Meat,169.44,219.42,2025-03-08,2025-04-13,True,False
5454,Ground Beef,Meat,169.44,353.93,2025-03-14,2025-04-20,True,False
5455,Ground Beef,Meat,169.44,287.42,2025-02-20,2025-03-03,True,False
5456,Ground Beef,Meat,169.44,347.23,2025-02-20,2025-03-15,True,False
5457,Ground Beef,Meat,169.44,228.32,2025-03-23,2025-04-29,True,False
5458,Ground Beef,Meat,169.44,390.76,2025-03-14,2025-04-04,True,False
5459,Ground Beef,Meat,169.44,220.04,2025-03-13,2025-04-21,True,False
5460,Ground Beef,Meat,169.44,321.45,2025-03-21,2025-04-14,True,False
5461,Ground Beef,Meat,169.44,350.17,2025-02-13,2025-03-27,True,False
5462,Ground Beef,Meat,169.44,267.42,2025-02-08,2025-03-01,True,False
5463,Ground Beef,Meat,169.44,242.91,2025-03-06,2025-04-12,True,False
5464,Ground Beef,Meat,169.44,314.89,2025-03-25,2025-04-13,True,False
5465,Ground Beef,Meat,169.44,321.46,2025-02-24,2025-03-16,True,False
5466,Ground Beef,Meat,169.44,224.18,2025-02-27,2025-03-18,True,False
5467,Ground Beef,Meat,169.44,208.43,2025-03-05,2025-03-24,True,False
5468,Ground Beef,Meat,169.44,322.34,2025-03-18,2025-04-26,True,False
5469,Ground Beef,Meat,169.44,374.62,2025-02-13,2025-03-05,True,False
5470,Ground Beef,Meat,169.44,261.41,2025-02-16,2025-03-23,True,False
5471,Ground Beef,Meat,169.44,290.1,2025-03-29,2025-05-07,True,False
5472,Ground Beef,Meat,169.44,222.98,2025-03-03,2025-04-10,True,False
5473,Ground Beef,Meat,169.44,274.68,2025-02-10,2025-03-18,True,False
5474,Ground Beef,Meat,169.44,348.83,2025-02-22,2025-03-04,True,False
5475,Ground Beef,Meat,169.44,282.84,2025-04-03,2025-05-09,True,False
5476,Ground Beef,Meat,169.44,274.26,2025-02-19,2025-03-27,True,False
5477,Ground Beef,Meat,169.44,325.29,2025-03-02,2025-04-03,True,False
5478,Ground Beef,Meat,169.44,388.52,2025-03-29,2025-04-09,True,False
5479,Ground Beef,Meat,169.44,390.61,2025-02-14,2025-03-20,True,False
5480,Ground Beef,Meat,169.44,225.45,2025-03-03,2025-04-03,True,False
5481,Ground Beef,Meat,169.44,207.37,2025-03-02,2025-04-14,True,False
5482,Ground Beef,Meat,169.44,264.24,2025-03-10,2025-04-20,True,False
5483,Ground Beef,Meat,169.44,399.28,2025-02-09,2025-03-06,True,False
5484,Ground Beef,Meat,169.44,283.57,2025-03-09,2025-04-23,True,False
5485,Ground Beef,Meat,169.44,393.6,2025-02-03,2025-03-09,True,False
5486,Ground Beef,Meat,169.44,348.36,2025-03-15,2025-04-16,True,False
5487,Ground Beef,Meat,169.44,251.83,2025-02-09,2025-03-23,True,False
5488,Ground Beef,Meat,169.44,354.54,2025-02-12,2025-02-23,True,False
5489,Ground Beef,Meat,169.44,293.88,2025-03-25,2025-05-09,True,False
5490,Ground Beef,Meat,169.44,283.23,2025-03-12,2025-04-18,True,False
5491,Ground Beef,Meat,169.44,322.95,2025-02-08,2025-03-12,True,False
5492,Ground Beef,Meat,169.44,255.05,2025-03-11,2025-04-06,True,False
5493,Ground Beef,Meat,169.44,282.67,2025-02-26,2025-03-31,True,False
5494,Ground Beef,Meat,169.44,361.33,2025-03-18,2025-04-12,True,False
5495,Ground Beef,Meat,169.44,294.27,2025-03-28,2025-05-08,True,False
5496,Ground Beef,Meat,169.44,227.27,2025-03-04,2025-04-05,True,False
5497,Ground Beef,Meat,169.44,395.53,2025-02-24,2025-03-25,True,False
5498,Ground Beef,Meat,169.44,356.57,2025-02-10,2025-02-22,True,False
5499,Ground Beef,Meat,169.44,271.58,2025-03-03,2025-03-16,True,False
5500,Ground Beef,Meat,169.44,257.76,2025-03-06,2025-03-25,True,False
5501,Ground Beef,Meat,169.44,272.19,2025-02-05,2025-03-09,True,False
5502,Ground Beef,Meat,169.44,384.91,2025-03-08,2025-03-30,True,False
5503,Ground Beef,Meat,169.44,394.18,2025-02-04,2025-03-04,True,False
5504,Ground Beef,Meat,169.44,314.22,2025-03-13,2025-04-05,True,False
5505,Ground Beef,Meat,169.44,212.34,2025-02-05,2025-02-22,True,False
5506,Ground Beef,Meat,169.44,340.61,2025-03-01,2025-04-15,True,False
5507,Ground Beef,Meat,169.44,378.71,2025-03-27,2025-04-11,True,False
5508,Ground Beef,Meat,169.44,393.68,2025-03-29,2025-04-18,True,False
5509,Ground Beef,Meat,169.44,205.1,2025-03-26,2025-04-09,True,False
5510,Ground Beef,Meat,169.44,216.61,2025-03-14,2025-04-08,True,False
5511,Ground Beef,Meat,169.44,296.4,2025-03-12,2025-03-31,True,False
5512,Ground Beef,Meat,169.44,353.97,2025-02-16,2025-03-05,True,False
5513,Ground Beef,Meat,169.44,368.91,2025-02-25,2025-03-28,True,False
5514,Ground Beef,Meat,169.44,382.42,2025-02-13,2025-03-23,True,False
5515,Ground Beef,Meat,169.44,381.18,2025-02-06,2025-02-18,True,False
5516,Ground Beef,Meat,169.44,378.44,2025-03-08,2025-04-19,True,False
5517,Ground Beef,Meat,169.44,331.09,2025-02-03,2025-03-12,True,False
5518,Ground Beef,Meat,169.44,349.81,2025-02-18,2025-03-11,True,False
5519,Ground Beef,Meat,169.44,244.67,2025-03-06,2025-03-20,True,False
5520,Ground Beef,Meat,169.44,256.86,2025-02-26,2025-03-29,True,False
5521,Ground Beef,Meat,169.44,202.21,2025-02-19,2025-03-08,True,False
5522,Ground Beef,Meat,169.44,326.84,2025-03-06,2025-03-25,True,False
5523,Ground Beef,Meat,169.44,355.79,2025-02-23,2025-03-29,True,False
5524,Ground Beef,Meat,169.44,276.69,2025-03-17,2025-04-26,True,False
5525,Ground Beef,Meat,169.44,279.52,2025-02-06,2025-03-05,True,False
5526,Ground Beef,Meat,169.44,387.15,2025-02-27,2025-04-08,True,False
5527,Ground Beef,Meat,169.44,260.34,2025-03-31,2025-04-18,True,False
5528,Ground Beef,Meat,169.44,229.21,2025-03-31,2025-05-05,True,False
5529,Ground Beef,Meat,169.44,380.77,2025-03-03,2025-03-20,True,False
5530,Ground Beef,Meat,169.44,213.27,2025-02-26,2025-03-13,True,False
5531,Ground Beef,Meat,169.44,281.5,2025-03-12,2025-04-08,True,False
5532,Ground Beef,Meat,169.44,200.9,2025-02-17,2025-04-01,True,False
5533,Ground Beef,Meat,169.44,276.74,2025-03-08,2025-03-19,True,False
5534,Ground Beef,Meat,169.44,252.68,2025-03-19,2025-04-01,True,False
5535,Ground Beef,Meat,169.44,230.98,2025-03-24,2025-04-28,True,False
5536,Ground Beef,Meat,169.44,278.18,2025-03-12,2025-04-01,True,False
5537,Ground Beef,Meat,169.44,319.24,2025-02-05,2025-03-20,True,False
5538,Ground Beef,Meat,169.44,275.51,2025-02-21,2025-03-07,True,False
5539,Ground Beef,Meat,169.44,283.28,2025-02-06,2025-03-08,True,False
5540,Ground Beef,Meat,169.44,263.94,2025-02-12,2025-03-04,True,False
5541,Ground Beef,Meat,169.44,231.6,2025-02-24,2025-03-08,True,False
5542,Ground Beef,Meat,169.44,330.74,2025-03-29,2025-04-27,True,False
5543,Ground Beef,Meat,169.44,370.55,2025-03-14,2025-04-23,True,False
5544,Ground Beef,Meat,169.44,232.54,2025-02-15,2025-03-13,True,False
5545,Ground Beef,Meat,169.44,257.97,2025-02-21,2025-03-10,True,False
5546,Ground Beef,Meat,169.44,365.71,2025-02-16,2025-03-02,True,False
5547,Ground Beef,Meat,169.44,264.87,2025-03-29,2025-04-22,True,False
5548,Ground Beef,Meat,169.44,267.18,2025-03-03,2025-03-27,True,False
5549,Ground Beef,Meat,169.44,237.37,2025-02-24,2025-03-25,True,False
5550,Ground Beef,Meat,169.44,386.24,2025-02-21,2025-04-03,True,False
5551,Ground Beef,Meat,169.44,325.96,2025-03-05,2025-03-16,True,False
5552,Ground Beef,Meat,169.44,248.69,2025-02-27,2025-03-15,True,False
5553,Ground Beef,Meat,169.44,202.81,2025-03-12,2025-04-19,True,False
5554,Ground Beef,Meat,169.44,374.16,2025-02-16,2025-03-04,True,False
5555,Ground Beef,Meat,169.44,323.17,2025-03-11,2025-04-01,True,False
5556,Ground Beef,Meat,169.44,336.05,2025-02-18,2025-03-17,True,False
5557,Ground Beef,Meat,169.44,302.22,2025-03-08,2025-03-21,True,False
5558,Ground Beef,Meat,169.44,217.63,2025-02-25,2025-04-03,True,False
5559,Ground Beef,Meat,169.44,294.87,2025-03-13,2025-04-17,True,False
5560,Ground Beef,Meat,169.44,386.78,2025-02-14,2025-02-24,True,False
5561,Ground Beef,Meat,169.44,336.57,2025-03-21,2025-04-05,True,False
5562,Ground Beef,Meat,169.44,316.92,2025-03-21,2025-04-02,True,False
5563,Ground Beef,Meat,169.44,210.4,2025-03-26,2025-04-19,True,False
5564,Ground Beef,Meat,169.44,362.79,2025-02-16,2025-03-20,True,False
5565,Ground Beef,Meat,169.44,345.05,2025-02-21,2025-03-11,True,False
5566,Ground Beef,Meat,169.44,243.82,2025-03-04,2025-04-17,True,False
5567,Ground Beef,Meat,169.44,351.31,2025-03-28,2025-04-30,True,False
5568,Ground Beef,Meat,169.44,230.14,2025-03-01,2025-04-05,True,False
5569,Ground Beef,Meat,169.44,331.82,2025-02-24,2025-03-07,True,False
5570,Ground Beef,Meat,169.44,270.84,2025-03-02,2025-03-19,True,False
5571,Ground Beef,Meat,169.44,388.88,2025-03-14,2025-04-17,True,False
5572,Ground Beef,Meat,169.44,301.13,2025-04-03,2025-05-09,True,False
5573,Ground Beef,Meat,169.44,313.1,2025-02-07,2025-03-19,True,False
5574,Ground Beef,Meat,169.44,255.65,2025-02-24,2025-04-08,True,False
5575,Ground Beef,Meat,169.44,228.94,2025-04-01,2025-05-13,True,False
5576,Ground Beef,Meat,169.44,284.85,2025-02-15,2025-03-11,True,False
5577,Ground Beef,Meat,169.44,204.35,2025-02-12,2025-03-08,True,False
5578,Ground Beef,Meat,169.44,319.1,2025-03-21,2025-04-05,True,False
5579,Ground Beef,Meat,169.44,220.27,2025-03-05,2025-03-25,True,False
5580,Ground Beef,Meat,169.44,281.16,2025-02-17,2025-03-24,True,False
5581,Ground Beef,Meat,169.44,248.08,2025-02-04,2025-02-22,True,False
5582,Ground Beef,Meat,169.44,293.12,2025-03-15,2025-04-27,True,False
5583,Ground Beef,Meat,169.44,313.6,2025-03-14,2025-03-24,True,False
5584,Ground Beef,Meat,169.44,233.71,2025-02-07,2025-03-20,True,False
5585,Ground Beef,Meat,169.44,226.65,2025-04-02,2025-05-09,True,False
5586,Ground Beef,Meat,169.44,339.75,2025-02-11,2025-03-10,True,False
5587,Ground Beef,Meat,169.44,398.88,2025-02-20,2025-03-21,True,False
5588,Ground Beef,Meat,169.44,276.66,2025-02-06,2025-03-03,True,False
5589,Ground Beef,Meat,169.44,202.06,2025-03-05,2025-03-29,True,False
5590,Ground Beef,Meat,169.44,304.46,2025-02-26,2025-04-06,True,False
5591,Ground Beef,Meat,169.44,309.22,2025-03-22,2025-04-18,True,False
5592,Ground Beef,Meat,169.44,277.13,2025-03-19,2025-04-03,True,False
5593,Ground Beef,Meat,169.44,211.66,2025-03-01,2025-04-11,True,False
5594,Ground Beef,Meat,169.44,371.06,2025-02-12,2025-03-02,True,False
5595,Ground Beef,Meat,169.44,390.42,2025-02-28,2025-04-13,True,False
5596,Ground Beef,Meat,169.44,200.71,2025-03-29,2025-04-27,True,False
5597,Ground Beef,Meat,169.44,377.41,2025-03-19,2025-04-20,True,False
5598,Ground Beef,Meat,169.44,239.71,2025-03-28,2025-04-17,True,False
5599,Ground Beef,Meat,169.44,337.98,2025-02-11,2025-03-21,True,False
5600,Ground Beef,Meat,169.44,228.24,2025-03-16,2025-04-20,True,False
5601,Ground Beef,Meat,169.44,312.63,2025-02-15,2025-03-10,True,False
5602,Ground Beef,Meat,169.44,323.91,2025-03-09,2025-03-22,True,False
5603,Ground Beef,Meat,169.44,244.27,2025-02-21,2025-03-13,True,False
5604,Ground Beef,Meat,169.44,366.91,2025-02-09,2025-02-26,True,False
5605,Ground Beef,Meat,169.44,296.06,2025-03-14,2025-04-01,True,False
5606,Ground Beef,Meat,169.44,334.97,2025-02-26,2025-04-01,True,False
5607,Ground Beef,Meat,169.44,303.8,2025-03-02,2025-03-31,True,False
5608,Ground Beef,Meat,169.44,321.83,2025-03-22,2025-04-25,True,False
5609,Ground Beef,Meat,169.44,334.95,2025-02-16,2025-03-31,True,False
5610,Ground Beef,Meat,169.44,327.02,2025-03-11,2025-03-21,True,False
5611,Ground Beef,Meat,169.44,224.65,2025-03-22,2025-04-28,True,False
5612,Ground Beef,Meat,169.44,312.4,2025-03-29,2025-04-30,True,False
